track_id,track_name,artist_name,album_name,release_date,year,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time_signature,genre,explicit
trk_00051,Midnight Paradise,Indigo Bloom,Mixtape Vol. 3,2019-02-05,2019,185536,80.0,0.5814671610636275,0.7518530186906076,-5.138984965502657,0.3478994454429758,0.4152924305696324,0.0217172416024036,0.2904544313267782,0.4628539318956386,130.51955116835234,1,0,7,jazz,False
trk_00052,Scarlet Faces,Tarek Ali,Colors Vol. 5,2014-01-27,2014,205740,29.0,0.5229351209093429,0.6278482653557521,-9.459739672021422,0.1706045810668496,0.1234570343865341,0.0081591200366645,0.0337735930587404,0.7025232506749087,111.8592737414644,3,0,7,r&b,False
trk_00053,Velvet Fire,Kofi B.,Notes Vol. 5,2018-11-25,2018,234021,68.0,0.8531425213338125,0.6257982257589471,-7.740934053498888,0.0786295430800914,0.1281679013983852,0.0769544891122176,0.7902530529335208,0.5803137565176932,139.8996333758471,5,0,7,country,False
trk_00054,Shadow Night,Neon Pulse,Colors Vol. 6,2018-01-27,2018,204311,27.0,0.667707223065185,0.5016378049913566,-13.247660129030631,0.0774551476645557,0.1450073918501067,0.0483023031255816,0.2947674146267318,0.2697872926453957,112.63549449517816,3,1,3,rap,True
trk_00055,Silent Rhythm,Amara K.,Sessions Vol. 1,2013-02-02,2013,193909,53.0,0.4285668157811388,0.6010757202095516,-9.98096341842034,0.1412719874322002,0.1778657220176135,0.0594575566796739,0.1522105455555078,0.6445541088097265,144.99561402807214,0,0,3,blues,False
trk_00056,Digital Echo,DJ Nova,Tapes Vol. 1,2018-01-07,2018,156971,82.0,0.7446845043301988,0.4015558045540606,-10.87145274468513,0.0608505301242332,0.6317988600407671,0.0780558565567121,0.0744097494193679,0.444004761881377,118.33231449451414,5,1,7,classical,False
trk_00057,Fallen Dreams,Luna Park,Mixtape Vol. 1,2020-02-29,2020,216499,22.0,0.2316765222161266,0.6289260798512178,-3.708960203456217,0.0372555077242247,0.2826617192396284,0.0701897313130069,0.3361907359449661,0.8453224715999196,131.74275368425694,4,0,5,lo-fi,True
trk_00058,Golden Dreams,Kiran Shah,Stories Vol. 8,2010-07-28,2010,170503,63.0,0.5678913274227261,0.4797369033051926,-5.338127488199774,0.1891228912516801,0.063441499016838,0.2272031140280469,0.59369192737133,0.5624253137192173,110.41897885276492,8,0,7,house,True
trk_00059,Midnight Skies,Kiran Shah,Mixtape Vol. 5,1997-02-25,1997,147927,65.0,0.2060021916947259,0.8396564966065446,-10.476231589936866,0.0191984282502692,0.1370054364263166,0.0657721084157154,0.7922669922661593,0.4289603081561409,112.21196913939605,5,0,3,metal,False
trk_00060,Electric Waves,Solaris,Mixtape Vol. 4,2009-04-12,2009,265681,30.0,0.5666585656399067,0.5576238197012267,-12.581659767414122,0.0713610744703661,0.2656988913123983,0.3423309752929183,0.4493540518879741,0.7014756309582378,111.8379832167956,6,0,3,afrobeats,False
trk_00061,Digital Motion,Aurora Lane,Sessions Vol. 4,2016-02-29,2016,222243,66.0,0.5358684357121922,0.4851643515999633,-4.004729088816339,0.1993139561151041,0.4997487039537674,0.109868902488647,0.4153385186189227,0.6692902589872646,149.14157251073135,10,1,5,r&b,False
trk_00062,Digital Gravity,DJ Nova,Colors Vol. 4,2007-01-27,2007,226004,84.0,0.4862766927664485,0.741939662171838,-9.329132063385448,0.1163846442894969,0.2673643541761555,0.1715642536270694,0.1719948531211237,0.1824100370058396,116.86515848435448,0,1,4,folk,False
trk_00063,Golden Skies,AMARA K.,Stories Vol. 6,2005-01-08,2005,215598,24.0,0.2732898686855582,0.5144477839871563,-6.00324809916742,0.2847214655128446,0.1594553032782287,0.098890384525825,0.225675356048589,0.4758662137559929,112.34643124896265,5,1,5,lo-fi,False
trk_00064,Shadow Stories,Amara K.,Colors Vol. 3,2009-06-09,2009,208624,52.0,0.332823100162601,0.3921821516917201,-6.839574437932392,0.2425101237947605,0.2061948571416787,0.0678078978322149,0.3229011180888945,0.5898135960546601,118.67713430252668,1,0,5,folk,True
trk_00065,Rising Dreams,Mina Rho,Diary Vol. 4,2016-06-23,2016,187141,28.0,0.7177988757740028,0.8189761096390247,-11.80404262215013,0.2276808293120555,0.2508031915685213,0.165542956953465,0.2333552045802387,0.1433288209166913,128.83551993177463,7,1,5,unknown,False
trk_00066,Cosmic Echo,D.T. North,Notes Vol. 7,2019-06-06,2019,210051,87.0,0.2206294114932551,0.1339487186979489,-11.816884203871956,0.5668918991327763,0.2970741024318228,0.043361268873914,0.2913656899293921,0.2146230740719453,122.32876481326788,0,0,5,latin,False
trk_00067,Lonely Fire,Ayesha Noor,Colors Vol. 7,1992-02-15,1992,206463,58.0,0.1016033272559659,0.470438333886359,-6.879556436803519,0.0828793351784674,0.1746043793491196,0.1241478538382804,0.3821740944109433,0.4245368891581721,143.46065067651415,5,1,3,edm,False
trk_00068,Silver Waves,Joon Park,Mixtape Vol. 4,2023-06-03,2023,171419,68.0,0.6339811640891277,0.3920390880569252,-14.261081055806208,0.0939621693602029,0.3903567274700071,0.0400138730944449,0.4716412917013554,0.748409134650579,108.01267012319362,7,0,7,metal,False
trk_00069,Fallen Whispers,TAREK ALI,Colors Vol. 4,2012-07-10,2012,171149,54.0,0.3693280835160332,0.1667188057537582,-9.461474067937118,0.1115932278148047,0.2429553813460761,0.0972470341591372,0.2871058261992942,0.4370166534538474,137.38309184993793,6,0,5,lo-fi,False
trk_00070,Silent Night,Velvet Street,Stories Vol. 2,1998-08-19,1998,194056,40.0,0.407528212755526,0.818259162862022,-8.65185109081047,0.3437987893440854,0.4654623028865915,0.0232982634070927,0.1636713668576307,0.5476164395677038,99.13330313899328,0,1,3,hip hop,True
trk_00071,Neon Whispers,The Skylarks,Sessions Vol. 2,2017-10-13,2017,172796,63.0,0.7920861024093546,0.847700493683984,-7.4345968128011695,0.3850263432082923,0.5456261823693113,0.0718053395317966,0.3142892954108297,0.3442228435780044,127.85195328931968,5,1,4,k-pop,True
trk_00072,Crystal Waves,The Skylarks,Diary Vol. 1,1994-05-05,1994,265667,64.0,0.1363921632003856,0.3860581206050144,-9.555823937090883,0.1462019492202244,0.5679755828397544,0.088355034220295,0.7762262570641726,0.3533867846125684,128.93745001605396,6,1,7,metal,False
trk_00073,Lonely Fire,Blue Horizon,Notes Vol. 5,2000-10-18,2000,161991,40.0,0.6096965478883747,0.3500587062396201,-7.047640216249475,0.2056465671725777,0.2628391786431602,0.1857024892805604,0.3667317249226521,0.7278232578761934,114.02806524780748,4,1,4,blues,True
trk_00074,Wild Light,Velvet Street,Tapes Vol. 6,2010-09-08,2010,219590,50.0,0.5017547005915595,0.3998659042333558,-6.249367090964337,0.3734506958087011,0.3656123689167462,0.2592110997521036,0.0181673984483146,0.7979126994118675,103.1905812862814,8,0,4,rap,False
trk_00075,Silver City,Kofi B.,Tapes Vol. 1,1998-06-01,1998,202133,43.0,0.8759111596639304,0.7208733936579604,-8.112711934938444,0.2196119804139944,0.1036736171837569,0.071976407357988,0.1667318902234495,0.2693932507543518,104.49931621152552,11,0,3,rap,False
trk_00076,Neon Rhythm,Kofi B.,Sessions Vol. 6,1992-10-18,1992,207261,55.0,0.358396905703894,0.4828448241067244,-7.084813583104499,0.1155959188471214,0.3562380595017168,0.0970445491666,0.2848324331958806,0.3466227805635983,149.95553082484045,1,1,7,afrobeats,False
trk_00077,Silent Echo,D.T. North,Sessions Vol. 7,2021-11-27,2021,176668,41.0,0.2226665984773863,0.5735812352606291,-2.998327665346589,0.5156638345612087,0.5032097402641362,0.0610480585465966,0.3106197665315888,0.6159353989222576,77.70267409966019,7,0,7,k-pop,False
trk_00078,Electric Night,Crimson Tide,Sessions Vol. 5,2019-08-02,2019,223490,55.0,0.9460873898965368,0.5115780222176525,-12.776430583382984,0.2028579797999866,0.6959904682592373,0.0778280582186987,0.3372226869984451,0.4541119466047779,99.79908121432352,10,0,3,rap,False
trk_00079,Wild Lines,Aurora Lane,Notes Vol. 6,2000-07-10,2000,172798,46.0,0.7622969841669106,0.0974090569714552,-8.551540642165637,0.1281876355890131,0.6000147129654065,0.0309340137000301,0.4810316815718274,0.5561877847934112,118.38868403375258,5,0,5,techno,True
trk_00080,Shadow Echo,Tarek Ali,Stories Vol. 4,2011-11-16,2011,141693,39.0,0.4216997049100683,0.2377518387577473,-12.82630598961357,0.0743202675562963,0.3868612613028144,0.3363368173454342,0.1624620668347052,0.4480190898497106,148.68265446467169,1,1,5,metal,False
trk_00081,Golden Gravity,Rogue Atlas,Mixtape Vol. 6,2016-07-15,2016,218735,61.0,0.2663647032003599,0.9741025391958236,-11.580626823305092,0.1629140092748424,0.1525436408854656,0.2476932846089063,0.1175530119709729,0.5440019483625622,98.17741925594368,11,1,3,reggaeton,False
trk_00082,Velvet Lines,Blue Horizon,Tapes Vol. 6,2025-07-26,2025,220075,54.0,0.2529030295021407,0.5229158254363363,-15.596738255659057,0.1739246813466327,0.1550453449828846,0.0203520107306261,0.2025796487129555,0.3607048512125788,145.38345312916758,5,1,3,reggaeton,False
trk_00083,Wild Waves,Mina Rho,Sessions Vol. 5,2008-10-26,2008,217453,24.0,0.5469585694227377,0.4245517021314554,-11.765406115920184,0.4169681457403379,0.2605970549626915,0.1839126383587037,0.3946300398855379,0.7051272758142806,110.24013367585547,8,1,7,afrobeats,False
trk_00084,Burning Paradise,Neon Pulse,Mixtape Vol. 5,2005-07-16,2005,238733,49.0,0.2324686598188362,0.4158927302701757,-7.824238587372941,0.23318024461326,0.0975647133268637,0.3219693429997072,0.4208073193534274,0.8239958773313545,107.90675865009568,11,0,3,classical,False
trk_00085,Shadow Skies,Solaris,Notes Vol. 6,1990-06-11,1990,238900,58.0,0.7037436778146486,0.823705722162267,-11.52163989322692,0.0118259955775395,0.1177960269817248,0.0242498655946041,0.5912279084398628,0.3336478603457998,114.75709712264188,6,1,3,afrobeats,False
trk_00086,Hidden Motion,Echoes & Waves,Mixtape Vol. 2,2001-10-07,2001,295452,37.0,0.9207034969029982,0.6534233235612247,-4.777045961853316,0.2962459721469867,0.2531253600692349,0.095608686292547,0.0402229658531529,0.1782897544971066,146.73840875129426,8,1,7,afrobeats,True
trk_00087,Hidden Rhythm,DJ Nova,Sessions Vol. 5,2017-11-08,2017,251389,35.0,0.7141755864319083,0.5818167717859785,-4.548177348220793,0.3252060313013155,0.2623782418680943,0.2390323349982376,0.4507224590627948,0.2817637254452594,101.04214565462028,2,1,5,classical,False
trk_00088,Cosmic Storm,Aurora Lane,Stories Vol. 6,1992-09-22,1992,203344,56.0,0.5082687371604707,0.6882174581489702,-10.101957963033664,0.3072048524732377,0.3875743005258338,0.0445294788145387,0.3365642607476441,0.614685611377803,123.3784524666455,5,1,5,rap,True
trk_00089,Burning Light,Velvet Street,Notes Vol. 1,2021-07-31,2021,231108,37.0,0.783937330195495,0.449797229599965,-4.345415864737232,0.2754489632999097,0.404056133010453,0.1136433424823044,0.1935434309166855,0.7494370276579619,94.9340874539347,5,0,3,edm,True
trk_00090,Golden Waves,Tarek Ali,Sessions Vol. 2,2024-11-21,2024,180512,63.0,0.4402290016681946,0.2938104619283083,-10.390817781371071,0.249213597163231,0.3240227547165623,0.0409093869017716,0.3041473808674202,0.7787809064721806,135.25339100877105,7,1,3,jazz,True
trk_00091,Electric Rhythm,Kiran Shah,Stories Vol. 7,2010-11-21,2010,181482,61.0,0.4514029753071445,0.1360784853635137,-9.688076073320698,0.2910053716982739,0.2612421274664074,0.011878507219646,0.0453805856933653,0.536339360267551,129.28739727093148,5,0,7,unknown,False
trk_00092,Midnight Gravity,The Skylarks,Tapes Vol. 3,2022-10-30,2022,190730,86.0,0.5455665794791886,0.8163600890829086,-12.80081331351113,0.2916442879496773,0.5386052819011583,0.2194444125963604,0.2393164094414858,0.3991255267636477,131.14608587560974,1,0,4,pop,False
trk_00093,Midnight Lines,DJ Nova,,2015-12-03,2015,205304,69.0,0.3102077999118615,0.524205402320652,-5.226769438175018,0.2130504232110563,0.4178825972661763,0.1746016640123502,0.0390109521724576,0.7171331594538107,129.01552507301537,10,0,4,k-pop,True
trk_00094,Fallen Rhythm,Indigo Bloom,Colors Vol. 1,1992-10-13,1992,234766,68.0,0.3084122991706554,0.843712065903795,-12.430774782595703,0.2275879365340969,0.5124305507251091,0.0919698564653863,0.1220765497300107,0.3805546590835905,115.61936371295045,3,1,3,house,False
trk_00095,Shadow Gravity,Mina Rho,Sessions Vol. 8,2011-07-19,2011,184030,80.0,0.1983126082220274,0.5669033431320981,-10.652475439831305,0.3798267964335086,0.3061640692093555,0.2198391987775716,0.2657394312858668,0.4401731936296142,113.01121345566088,10,1,4,classical,True
trk_00096,Wild Motion,Midnight Caravan,Diary Vol. 8,2007-08-19,2007,182960,65.0,0.599660895255737,0.0973104550118438,-7.412977810307066,0.1054143554297463,0.443910022263757,0.1709663117213683,0.5233538522717744,0.2571594903245963,109.05432700267582,10,0,3,country,False
trk_00097,Silent Light,Solaris,Tapes Vol. 5,2011-08-11,2011,174705,39.0,0.6643083920892852,0.0905004639582488,-14.23343545956859,0.1431523527303401,0.1141166996532482,0.2202086957843476,0.3800187035886015,0.3533707460193721,106.51618879323549,1,0,7,techno,False
trk_00098,Wild City,The Skylarks,Tapes Vol. 3,2008-10-16,2008,196474,73.0,0.1105074132363003,0.7195785195586694,-5.878862317597788,0.4066387260353959,0.405251379611141,0.0832502244792191,0.4177135027470349,0.2972645294374281,124.47747620533184,1,0,3,country,True
